sensor_id,capture_time,sensor_id,air_temperature,light,soil_moisture
105933,2016-04-02 08:47:41 UTC,37,724,5631,396
105933,2016-04-02 08:32:41 UTC,37,724,7299,397
105933,2016-04-02 08:17:41 UTC,37,721,5827,394
105933,2016-04-02 08:02:41 UTC,37,722,10139,403
105933,2016-04-02 07:47:41 UTC,37,721,12059,399
105933,2016-04-02 07:32:41 UTC,37,720,14287,399
105933,2016-04-02 07:17:41 UTC,37,723,11829,404
105933,2016-04-02 07:02:41 UTC,37,721,11876,402
105933,2016-04-02 06:47:41 UTC,37,720,15042,394
105933,2016-04-02 06:32:41 UTC,37,720,9563,401
105933,2016-04-02 06:17:41 UTC,37,718,10366,404
105933,2016-04-02 06:02:41 UTC,37,717,14948,398
105933,2016-04-02 05:47:41 UTC,37,716,18876,400
105933,2016-04-02 05:32:41 UTC,37,712,21325,404
105933,2016-04-02 05:17:41 UTC,37,713,30795,403
105933,2016-04-02 05:02:41 UTC,37,711,16294,404
105933,2016-04-02 04:47:41 UTC,37,714,17459,401
105933,2016-04-02 04:32:41 UTC,37,713,21376,400
105933,2016-04-02 04:17:41 UTC,37,716,36289,395
105933,2016-04-02 04:02:41 UTC,37,715,65535,401
105933,2016-04-02 03:47:41 UTC,37,717,65535,400
105933,2016-04-02 03:32:41 UTC,37,718,65535,397
105933,2016-04-02 03:17:41 UTC,37,719,65535,405
105933,2016-04-02 03:02:41 UTC,37,721,65535,391
105933,2016-04-02 02:47:41 UTC,37,717,65535,399
105933,2016-04-02 02:32:41 UTC,37,720,65535,390
105933,2016-04-02 02:17:41 UTC,37,725,65535,400
105933,2016-04-02 02:02:41 UTC,37,725,65535,400
105933,2016-04-02 01:47:41 UTC,37,725,65535,400
105933,2016-04-02 01:32:41 UTC,37,725,65535,392
105933,2016-04-02 01:17:41 UTC,37,726,65535,392
105933,2016-04-02 01:02:41 UTC,37,726,65535,398
105933,2016-04-02 00:47:41 UTC,37,726,65535,402
105933,2016-04-02 00:32:41 UTC,37,726,65535,405
105933,2016-04-02 00:17:41 UTC,37,724,65535,395
105933,2016-04-02 00:02:41 UTC,37,726,65535,397
105933,2016-04-01 23:47:41 UTC,37,724,65535,394
105933,2016-04-01 23:32:41 UTC,37,725,65535,393
105933,2016-04-01 23:17:41 UTC,37,726,65535,401
105933,2016-04-01 23:02:41 UTC,37,723,65535,402
105933,2016-04-01 22:47:41 UTC,37,725,65535,399
105933,2016-04-01 22:32:41 UTC,37,722,65535,401
105933,2016-04-01 22:17:41 UTC,37,721,65535,406
105933,2016-04-01 22:02:41 UTC,37,722,65535,401
105933,2016-04-01 21:47:41 UTC,37,722,65535,402
105933,2016-04-01 21:32:41 UTC,37,723,65535,405
105933,2016-04-01 21:17:41 UTC,37,722,65535,401
105933,2016-04-01 21:02:41 UTC,37,722,65535,406
105933,2016-04-01 20:47:41 UTC,37,722,65535,403
105933,2016-04-01 20:32:41 UTC,37,719,65535,403
105933,2016-04-01 20:17:41 UTC,37,720,65535,403
105933,2016-04-01 20:02:41 UTC,37,724,65535,402
105933,2016-04-01 19:47:41 UTC,37,722,65535,406
105933,2016-04-01 19:32:41 UTC,37,719,65535,403
105933,2016-04-01 19:17:41 UTC,37,720,65535,407
105933,2016-04-01 19:02:41 UTC,37,720,65535,402
105933,2016-04-01 18:47:41 UTC,37,721,65535,402
105933,2016-04-01 18:32:41 UTC,37,723,65535,399
105933,2016-04-01 18:17:41 UTC,37,724,65535,402
105933,2016-04-01 18:02:41 UTC,37,724,65535,404
105933,2016-04-01 17:47:41 UTC,37,722,65535,399
105933,2016-04-01 17:32:41 UTC,37,723,65535,403
105933,2016-04-01 17:17:41 UTC,37,723,65535,397
105933,2016-04-01 17:02:41 UTC,37,721,65535,407
105933,2016-04-01 16:47:41 UTC,37,720,65535,407
105933,2016-04-01 16:32:41 UTC,37,720,65535,396
105933,2016-04-01 16:17:41 UTC,37,720,63594,396
105933,2016-04-01 16:02:41 UTC,37,721,41296,400
105933,2016-04-01 15:47:41 UTC,37,719,42599,403
105933,2016-04-01 15:32:41 UTC,37,719,29598,407
105933,2016-04-01 15:17:41 UTC,37,721,22435,394
105933,2016-04-01 15:02:41 UTC,37,722,17747,394
105933,2016-04-01 14:47:41 UTC,37,723,14917,403
105933,2016-04-01 14:32:41 UTC,37,724,11691,399
105933,2016-04-01 14:17:41 UTC,37,725,14169,402
105933,2016-04-01 14:02:41 UTC,37,724,14326,407
105933,2016-04-01 13:47:41 UTC,37,724,16847,400
105933,2016-04-01 13:32:41 UTC,37,724,12640,401
105933,2016-04-01 13:17:41 UTC,37,726,24269,397
105933,2016-04-01 13:02:41 UTC,37,731,8572,403
105933,2016-04-01 12:47:41 UTC,37,727,8653,403
105933,2016-04-01 12:32:41 UTC,37,730,9072,408
105933,2016-04-01 12:17:41 UTC,37,728,7156,403
105933,2016-04-01 12:02:41 UTC,37,727,9157,396
105933,2016-04-01 11:47:41 UTC,37,727,6506,405
105933,2016-04-01 11:32:41 UTC,37,723,9460,410
105933,2016-04-01 11:17:41 UTC,37,721,9149,409
105933,2016-04-01 11:02:41 UTC,37,720,12298,409
105933,2016-04-01 10:47:41 UTC,37,721,6828,410
105933,2016-04-01 10:32:41 UTC,37,721,8893,408
105933,2016-04-01 10:17:41 UTC,37,721,9113,411
105933,2016-04-01 10:02:41 UTC,37,721,7629,410
105933,2016-04-01 09:47:41 UTC,37,724,7186,405
105933,2016-04-01 09:32:41 UTC,37,722,7014,406
105933,2016-04-01 09:17:41 UTC,37,723,6449,403
105933,2016-04-01 09:02:41 UTC,37,723,5285,407
105933,2016-04-01 08:47:41 UTC,37,722,5056,407
105933,2016-04-01 08:32:41 UTC,37,722,3693,404
105933,2016-04-01 08:17:41 UTC,37,723,3667,410
105933,2016-04-01 08:02:41 UTC,37,721,3169,404
105933,2016-04-01 07:47:41 UTC,37,718,2517,397
105933,2016-04-01 07:32:41 UTC,37,713,6696,399
105933,2016-04-01 07:17:41 UTC,37,708,7948,406
105933,2016-04-01 07:02:41 UTC,37,709,11378,401
105933,2016-04-01 06:47:41 UTC,37,708,13707,398
105933,2016-04-01 06:32:41 UTC,37,709,11549,411
105933,2016-04-01 06:17:41 UTC,37,710,8425,409
105933,2016-04-01 06:02:41 UTC,37,708,18191,408
105933,2016-04-01 05:47:41 UTC,37,705,22821,405
105933,2016-04-01 05:32:41 UTC,37,706,14964,398
105933,2016-04-01 05:17:41 UTC,37,699,23845,408
105933,2016-04-01 05:02:41 UTC,37,698,41416,409
105933,2016-04-01 04:47:41 UTC,37,697,43202,398
105933,2016-04-01 04:32:41 UTC,37,696,65535,407
105933,2016-04-01 04:17:41 UTC,37,694,65535,407
105933,2016-04-01 04:02:41 UTC,37,696,65535,412
105933,2016-04-01 03:47:41 UTC,37,698,65535,406
105933,2016-04-01 03:32:41 UTC,37,696,65535,404
105933,2016-04-01 03:17:41 UTC,37,695,65535,410
105933,2016-04-01 03:02:41 UTC,37,696,65535,404
105933,2016-04-01 02:47:41 UTC,37,699,65535,406
105933,2016-04-01 02:32:41 UTC,37,699,65535,398
105933,2016-04-01 02:17:41 UTC,37,702,65535,398
105933,2016-04-01 02:02:41 UTC,37,704,65535,413
105933,2016-04-01 01:47:41 UTC,37,707,65535,411
105933,2016-04-01 01:32:41 UTC,37,707,65535,412
105933,2016-04-01 01:17:41 UTC,37,706,65535,407
105933,2016-04-01 01:02:41 UTC,37,706,65535,404
105933,2016-04-01 00:47:41 UTC,37,702,65535,404
105933,2016-04-01 00:32:41 UTC,37,697,65535,399
105933,2016-04-01 00:17:41 UTC,37,700,65535,410
105933,2016-04-01 00:02:41 UTC,37,703,65535,408
105933,2016-03-31 23:47:41 UTC,37,707,65535,408
105933,2016-03-31 23:32:41 UTC,37,706,65535,405
105933,2016-03-31 23:17:41 UTC,37,708,65535,406
105933,2016-03-31 23:02:41 UTC,37,710,65535,409
105933,2016-03-31 22:47:41 UTC,37,710,65535,413
105933,2016-03-31 22:32:41 UTC,37,709,65535,406
105933,2016-03-31 22:17:41 UTC,37,710,65535,405
105933,2016-03-31 22:02:41 UTC,37,706,65535,405
105933,2016-03-31 21:47:41 UTC,37,703,65535,405
105933,2016-03-31 21:32:41 UTC,37,703,65535,413
105933,2016-03-31 21:17:41 UTC,37,706,65535,400
105933,2016-03-31 21:02:41 UTC,37,705,65535,406
105933,2016-03-31 20:47:41 UTC,37,702,65535,405
105933,2016-03-31 20:32:41 UTC,37,699,65535,402
105933,2016-03-31 20:17:41 UTC,37,699,65535,408
105933,2016-03-31 20:02:41 UTC,37,701,65535,408
105933,2016-03-31 19:47:41 UTC,37,701,65535,414
105933,2016-03-31 19:32:41 UTC,37,698,65535,408
105933,2016-03-31 19:17:41 UTC,37,694,65535,407
105933,2016-03-31 19:02:41 UTC,37,693,65535,413
105933,2016-03-31 18:47:41 UTC,37,693,65535,409
105933,2016-03-31 18:32:41 UTC,37,692,65535,406
105933,2016-03-31 18:17:41 UTC,37,694,65535,407
105933,2016-03-31 18:02:41 UTC,37,693,65535,409
105933,2016-03-31 17:47:41 UTC,37,695,65535,409
105933,2016-03-31 17:32:41 UTC,37,693,65535,406
105933,2016-03-31 17:17:41 UTC,37,693,65535,402
105933,2016-03-31 17:02:41 UTC,37,694,65535,414
105933,2016-03-31 16:47:41 UTC,37,693,65535,406
105933,2016-03-31 16:32:41 UTC,37,694,65535,406
105933,2016-03-31 16:17:41 UTC,37,693,65535,409
105933,2016-03-31 16:02:41 UTC,37,693,65535,408
105933,2016-03-31 15:47:41 UTC,37,693,59915,411
105933,2016-03-31 15:32:41 UTC,37,694,65535,400
105933,2016-03-31 15:17:41 UTC,37,695,36126,402
105933,2016-03-31 15:02:41 UTC,37,694,26402,413
105933,2016-03-31 14:47:41 UTC,37,696,38882,410
105933,2016-03-31 14:32:41 UTC,37,695,29791,400
105933,2016-03-31 14:17:41 UTC,37,696,30737,409
105933,2016-03-31 14:02:41 UTC,37,695,24810,411
105933,2016-03-31 13:47:41 UTC,37,696,48809,411
105933,2016-03-31 13:32:41 UTC,37,696,24817,410
105933,2016-03-31 13:17:41 UTC,37,697,25150,406
105933,2016-03-31 13:02:41 UTC,37,696,65535,413
105933,2016-03-31 12:47:41 UTC,37,698,27649,411
105933,2016-03-31 12:32:41 UTC,37,699,38292,407
105933,2016-03-31 12:17:41 UTC,37,699,28648,407
105933,2016-03-31 12:02:41 UTC,37,700,53469,411
105933,2016-03-31 11:47:41 UTC,37,697,49393,409
105933,2016-03-31 11:32:41 UTC,37,697,27590,406
105933,2016-03-31 11:17:41 UTC,37,697,28478,407
105933,2016-03-31 11:02:41 UTC,37,698,34334,409
105933,2016-03-31 10:47:41 UTC,37,699,62780,410
105933,2016-03-31 10:32:41 UTC,37,698,58766,412
105933,2016-03-31 10:17:41 UTC,37,699,63723,401
105933,2016-03-31 10:02:41 UTC,37,698,42668,411
105933,2016-03-31 09:47:41 UTC,37,698,36057,402
105933,2016-03-31 09:32:41 UTC,37,700,29764,403
105933,2016-03-31 09:17:41 UTC,37,701,22311,412
105933,2016-03-31 09:02:41 UTC,37,701,22302,414
105933,2016-03-31 08:47:41 UTC,37,702,17005,402
105933,2016-03-31 08:32:41 UTC,37,702,22417,413
105933,2016-03-31 08:17:41 UTC,37,703,23041,401
105933,2016-03-31 08:02:41 UTC,37,703,39195,405
105933,2016-03-31 07:47:41 UTC,37,703,32444,405
105933,2016-03-31 07:32:41 UTC,37,706,11848,416
105933,2016-03-31 07:17:41 UTC,37,705,14612,411
105933,2016-03-31 07:02:41 UTC,37,705,33240,412
105933,2016-03-31 06:47:41 UTC,37,708,65535,410
105933,2016-03-31 06:32:41 UTC,37,705,60072,408
105933,2016-03-31 06:17:41 UTC,37,711,46299,410
105933,2016-03-31 06:02:41 UTC,37,708,56542,411
105933,2016-03-31 05:47:41 UTC,37,710,65535,416
105933,2016-03-31 05:32:41 UTC,37,709,65535,413
105933,2016-03-31 05:17:41 UTC,37,708,65535,412
105933,2016-03-31 05:02:41 UTC,37,710,65535,412
105933,2016-03-31 04:47:41 UTC,37,708,65535,414
105933,2016-03-31 04:32:41 UTC,37,708,65535,412
105933,2016-03-31 04:17:41 UTC,37,706,65535,402
105933,2016-03-31 04:02:41 UTC,37,707,65535,410
105933,2016-03-31 03:47:41 UTC,37,706,65535,402
105933,2016-03-31 03:32:41 UTC,37,708,65535,407
105933,2016-03-31 03:17:41 UTC,37,708,65535,411
105933,2016-03-31 03:02:41 UTC,37,708,65535,413
105933,2016-03-31 02:47:41 UTC,37,710,65535,411
105933,2016-03-31 02:32:41 UTC,37,711,65535,411
105933,2016-03-31 02:17:41 UTC,37,712,65535,411
105933,2016-03-31 02:02:41 UTC,37,712,65535,411
105933,2016-03-31 01:47:41 UTC,37,711,65535,416
105933,2016-03-31 01:32:41 UTC,37,711,65535,411
105933,2016-03-31 01:17:41 UTC,37,711,65535,409
105933,2016-03-31 01:02:41 UTC,37,713,65535,404
105933,2016-03-31 00:47:41 UTC,37,712,65535,402
105933,2016-03-31 00:32:41 UTC,37,714,65535,406
105933,2016-03-31 00:17:41 UTC,37,716,65535,417
105933,2016-03-31 00:02:41 UTC,37,717,65535,402
105933,2016-03-30 23:47:41 UTC,37,716,65535,403
105933,2016-03-30 23:32:41 UTC,37,714,65535,414
105933,2016-03-30 23:17:41 UTC,37,715,65535,402
105933,2016-03-30 23:02:41 UTC,37,718,65535,410
105933,2016-03-30 22:47:41 UTC,37,719,65535,409
105933,2016-03-30 22:32:41 UTC,37,719,65535,413
105933,2016-03-30 22:17:41 UTC,37,721,65535,413
105933,2016-03-30 22:02:41 UTC,37,723,65535,409
105933,2016-03-30 21:47:41 UTC,37,722,65535,416
105933,2016-03-30 21:32:41 UTC,37,722,65535,410
105933,2016-03-30 21:17:41 UTC,37,725,65535,412
105933,2016-03-30 21:02:41 UTC,37,727,65535,411
105933,2016-03-30 20:47:41 UTC,37,726,65535,414
105933,2016-03-30 20:32:41 UTC,37,725,65535,412
105933,2016-03-30 20:17:41 UTC,37,722,65535,416
105933,2016-03-30 20:02:41 UTC,37,724,65535,410
105933,2016-03-30 19:47:41 UTC,37,727,65535,415
105933,2016-03-30 19:32:41 UTC,37,728,65535,416
105933,2016-03-30 19:17:41 UTC,37,728,65535,417
105933,2016-03-30 19:02:41 UTC,37,724,65535,412
105933,2016-03-30 18:47:41 UTC,37,724,65535,412
105933,2016-03-30 18:32:41 UTC,37,723,65535,412
105933,2016-03-30 18:17:41 UTC,37,724,65535,410
105933,2016-03-30 18:02:41 UTC,37,728,65535,417
105933,2016-03-30 17:47:41 UTC,37,724,65535,412
105933,2016-03-30 17:32:41 UTC,37,725,65535,412
105933,2016-03-30 17:17:41 UTC,37,726,65535,409
105933,2016-03-30 17:02:41 UTC,37,728,65535,415
105933,2016-03-30 16:47:41 UTC,37,729,65535,407
105933,2016-03-30 16:32:41 UTC,37,735,65535,414
105933,2016-03-30 16:17:41 UTC,37,735,65535,414
